"","name","states","ref","time"
"55","CY098814_environment_Guizhou_7_2009_|China|_H5N1_2009.041","D_e","GenBank",2009
"56","CY098822_environment_Guizhou_9_2009_|China|_H5N1_2009.041","D_e","GenBank",2009
"57","CY098830_water_Xinjiang_3_2009_|China|_H5N1_2009.041","D_e","GenBank",2009
"58","CY098838_environment_Xinjiang_6_2009_|China|_H5N1_2009.041","D_e","GenBank",2009
"59","CY098845_water_Hunan_3_2009_|China|_H5N1_2009.041","D_e","GenBank",2009
"60","DQ095629_Duck_Fujian_1734_05_|China|_H5N1_2005.496","D_a",NA,2005
"61","DQ371928_Anhui_1_2005_|China|_H5N1_2005.833","D_m",NA,2005
"62","DQ371930_Guangxi_1_2005_|China|_H5N1_2005.893","D_m",NA,2005
"63","DQ520855_chicken_Zhejiang_24_2005_|China|_H5N1_2005.496","D_a",NA,2005
"64","DQ835313_China_GD01_2006_|China|_H5N1_2006.496","D_m",NA,2006
"65","DQ842487_goose_Guangzhou_471_2006_|China|_H5N1_2006.496","D_a",NA,2006
"66","DQ842489_Guangzhou_1_2006_|China|_H5N1_2006.496","D_m",NA,2006
"67","DQ992729_goose_Guangxi_4289_2005_|China|_H5N1_2005.496","D_a",NA,2005
"68","DQ992730_duck_Guangxi_4428_2005_|China|_H5N1_2005.496","D_a",NA,2005
"69","DQ992731_goose_Guangxi_4513_2005_|China|_H5N1_2005.496","D_a",NA,2005
"70","DQ992733_duck_Guangxi_4830_2005_|China|_H5N1_2005.496","D_a",NA,2005
"71","DQ992734_chicken_Guangxi_4989_2005_|China|_H5N1_2005.496","D_a",NA,2005
"72","DQ992735_duck_Guangxi_5075_2005_|China|_H5N1_2005.496","D_a",NA,2005
"73","DQ992736_duck_Guangxi_5165_2005_|China|_H5N1_2005.496","D_a",NA,2005
"74","DQ992737_duck_Guangxi_5270_2005_|China|_H5N1_2005.496","D_a",NA,2005
"75","DQ992738_goose_Guangxi_5414_2005_|China|_H5N1_2005.496","D_a",NA,2005
"76","DQ992739_duck_Guangxi_5457_2005_|China|_H5N1_2005.496","D_a",NA,2005
"77","DQ992742_duck_Guangxi_150_2006_|China|_H5N1_2006.496","D_a",NA,2006
"78","DQ992743_goose_Guangxi_224_2006_|China|_H5N1_2006.496","D_a",NA,2006
"79","DQ992744_duck_Guangxi_288_2006_|China|_H5N1_2006.496","D_a",NA,2006
"80","DQ992745_chicken_Guangxi_463_2006_|China|_H5N1_2006.496","D_a",NA,2006
"81","DQ992746_duck_Guangxi_392_2006_|China|_H5N1_2006.496","D_a",NA,2006
"82","DQ992747_goose_Guangxi_582_2006_|China|_H5N1_2006.496","D_a",NA,2006
"83","DQ992748_duck_Guangxi_619_2006_|China|_H5N1_2006.496","D_a",NA,2006
"84","DQ992749_duck_Guangxi_744_2006_|China|_H5N1_2006.496","D_a",NA,2006
"85","DQ992750_duck_Guangxi_804_2006_|China|_H5N1_2006.496","D_a",NA,2006
"86","DQ992754_duck_Guiyang_3009_2005_|China|_H5N1_2005.496","D_a",NA,2005
"87","DQ992755_chicken_Guiyang_3055_2005_|China|_H5N1_2005.496","D_a",NA,2005
"88","DQ992756_duck_Guiyang_3242_2005_|China|_H5N1_2005.496","D_a",NA,2005
"89","DQ992757_goose_Guiyang_3422_2005_|China|_H5N1_2005.496","D_a",NA,2005
"90","DQ992758_chicken_Guiyang_3570_2005_|China|_H5N1_2005.496","D_a",NA,2005
"91","DQ992759_chicken_Guiyang_3721_2005_|China|_H5N1_2005.496","D_a",NA,2005
"92","DQ992760_duck_Guiyang_3834_2005_|China|_H5N1_2005.496","D_a",NA,2005
"93","DQ992761_duck_Guiyang_3996_2005_|China|_H5N1_2005.496","D_a",NA,2005
"94","DQ992762_chicken_Guiyang_4059_2005_|China|_H5N1_2005.496","D_a",NA,2005
"95","DQ992763_chicken_Guiyang_29_2006_|China|_H5N1_2006.496","D_a",NA,2006
"96","DQ992764_duck_Guiyang_293_2006_|China|_H5N1_2006.496","D_a",NA,2006
"97","DQ992767_duck_Guiyang_497_2006_|China|_H5N1_2006.496","D_a",NA,2006
"98","DQ992776_duck_Shantou_13323_2005_|China|_H5N1_2005.496","D_a",NA,2005
"99","DQ992777_goose_Shantou_18442_2005_|China|_H5N1_2005.496","D_a",NA,2005
"100","DQ992779_chicken_Shantou_1233_2006_|China|_H5N1_2006.496","D_a",NA,2006
"101","DQ992783_goose_Shantou_3265_2006_|China|_H5N1_2006.496","D_a",NA,2006
"102","DQ992784_goose_Shantou_3295_2006_|China|_H5N1_2006.496","D_a",NA,2006
"103","DQ992785_chicken_Shantou_3840_2006_|China|_H5N1_2006.496","D_a",NA,2006
"104","DQ992786_chicken_Shantou_3923_2006_|China|_H5N1_2006.496","D_a",NA,2006
"105","DQ992787_duck_Hunan_5106_2005_|China|_H5N1_2005.496","D_a",NA,2005
"106","DQ992788_duck_Hunan_5152_2005_|China|_H5N1_2005.496","D_a",NA,2005
"107","DQ992790_duck_Hunan_324_2006_|China|_H5N1_2006.496","D_a",NA,2006
"108","DQ992791_duck_Hunan_344_2006_|China|_H5N1_2006.496","D_a",NA,2006
"109","DQ992792_duck_Hunan_856_2006_|China|_H5N1_2006.496","D_a",NA,2006
"110","DQ992793_duck_Hunan_988_2006_|China|_H5N1_2006.496","D_a",NA,2006
"111","DQ992819_duck_Fujian_9651_2005_|China|_H5N1_2005.496","D_a",NA,2005
"112","DQ992820_duck_Fujian_9713_2005_|China|_H5N1_2005.496","D_a",NA,2005
"113","DQ992821_chicken_Fujian_9821_2005_|China|_H5N1_2005.496","D_a",NA,2005
"114","DQ992822_chicken_Fujian_10039_2005_|China|_H5N1_2005.496","D_a",NA,2005
"115","DQ992823_chicken_Fujian_10313_2005_|China|_H5N1_2005.496","D_a",NA,2005
"116","DQ992825_duck_Fujian_10934_2005_|China|_H5N1_2005.496","D_a",NA,2005
"117","DQ992826_duck_Fujian_11094_2005_|China|_H5N1_2005.496","D_a",NA,2005
"118","DQ992827_duck_Fujian_11311_2005_|China|_H5N1_2005.496","D_a",NA,2005
"119","DQ992828_chicken_Fujian_11933_2005_|China|_H5N1_2005.496","D_a",NA,2005
"120","DQ992829_duck_Fujian_12032_2005_|China|_H5N1_2005.496","D_a",NA,2005
"121","DQ992830_chicken_Fujian_12239_2005_|China|_H5N1_2005.496","D_a",NA,2005
"122","DQ992831_chicken_Fujian_584_2006_|China|_H5N1_2006.496","D_a",NA,2006
"123","DQ992832_duck_Fujian_668_2006_|China|_H5N1_2006.496","D_a",NA,2006
"124","DQ992833_duck_Fujian_671_2006_|China|_H5N1_2006.496","D_a",NA,2006
"125","DQ992836_chicken_Hong_Kong_282_2006_|Hong_Kong|_H5N1_2006.496","D_a",NA,2006
"126","DQ992838_crested_myna_Hong_Kong_540_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"127","DQ992839_common_magpie_Hong_Kong_645_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"128","DQ992840_little_egret_Hong_Kong_718_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"129","DQ992841_chicken_Hong_Kong_947_2006_|Hong_Kong|_H5N1_2006.496","D_a",NA,2006
"130","DQ992842_Japanese_white_eye_Hong_Kong_1038_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"131","DQ992843_common_magpie_Hong_Kong_2125_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"132","DQ992844_common_magpie_Hong_Kong_2256_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"133","DQ992845_munia_Hong_Kong_2454_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"134","DQ992846_white_backed_munia_Hong_Kong_2469_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"135","DQ992847_large_billed_crow_Hong_Kong_2512_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"136","DQ992848_house_crow_Hong_Kong_2648_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"137","DQ992849_house_crow_Hong_Kong_2858_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"138","DQ992850_common_magpie_Hong_Kong_3033_2006_|Hong_Kong|_H5N1_2006.496","W_a",NA,2006
"139","DQ993022_duck_Guangxi_2143_2006_|China|_H5N1_2006.496","D_a",NA,2006
"140","DQ993023_duck_Guangxi_1830_2006_|China|_H5N1_2006.496","D_a",NA,2006
"141","DQ993024_goose_Guangxi_1898_2006_|China|_H5N1_2006.496","D_a",NA,2006
"142","DQ993025_goose_Guangxi_1633_2006_|China|_H5N1_2006.496","D_a",NA,2006
"143","DQ993026_chicken_Guangxi_1951_2006_|China|_H5N1_2006.496","D_a",NA,2006
"144","DQ993027_goose_Guangxi_1458_2006_|China|_H5N1_2006.496","D_a",NA,2006
"145","DQ993028_duck_Guangxi_1436_2006_|China|_H5N1_2006.496","D_a",NA,2006
"146","DQ993030_duck_Guangxi_1258_2006_|China|_H5N1_2006.496","D_a",NA,2006
"147","DQ993031_chicken_Guangxi_1212_2006_|China|_H5N1_2006.496","D_a",NA,2006
"148","DQ993114_chicken_Guangxi_683_2006_|China|_H5N1_2006.496","D_a",NA,2006
"149","DQ993117_goose_Guangxi_532_2006_|China|_H5N1_2006.496","D_a",NA,2006
"150","EF137706_Shenzhen_406H_2006_|China|_H5N1_2006.496","D_m",NA,2006
"151","EF670479_duck_Hunan_15_2004_|China|_H5N1_2004.074","D_a",NA,2004
"152","EPI102993_Guizhou_1_2012_|China|_H5N1_2012.057","D_m",NA,2012
"153","EPI135216_Guizhou_1_2013_|China|_H5N1_2013.104","D_m",NA,2013
"154","EPI135217_Guizhou_2_2013_|China|_H5N1_2013.107","D_m",NA,2013
"155","EPI137254_duck_Hebei_2_2011_|China|_H5N2_2011.915","D_a",NA,2011
"156","EPI137255_duck_Hebei_3_2011_|China|_H5N2_2011.932","D_a",NA,2011
"157","EPI156815_mallard_duck_Shanghai_SH_9_2013_|China|_H5N8_2013.879","W_a","GISAID",2013
"158","EPI161972_duck_Jiangxi_95_2014_|China|_H5N6_2014.025","D_a",NA,2014
"159","EPI161973_environment_Shenzhen_25_24_2013_|China|_H5N6_2013.918","D_e","Sustained live poultry market surveillance contributes to early warnings for human infection with avian influenza viruses",2013
"160","EPI163493_Sichuan_26221_2014_|China|_H5N6_2014.301","D_m",NA,2014
"161","EPI166693_duck_Beijing_FS01_2014_|China|_H5N8_2014.052","D_a",NA,2014
"162","EPI166694_duck_Beijing_CT01_2014_|China|_H5N8_2014.058","D_a",NA,2014
"163","EPI176840_feline_Guangdong_1_2014_H5N6_|China|_H5N6_2015.008","D_m","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"164","EPI176841_feline_Guangdong_2_2014_H5N6_|China|_H5N6_2015.008","D_m","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"165","EPI178250_Environment_Yunnan_DQ5_2015_|China|_H5N6_2015.107","D_e","A fatal case of infection with a further reassortant, highly pathogenic avian influenza (HPAI) H5N6 virus in Yunnan, China",2015
"166","EPI178251_Environment_Yunnan_DQ8_2015_|China|_H5N6_2015.107","D_e","A fatal case of infection with a further reassortant, highly pathogenic avian influenza (HPAI) H5N6 virus in Yunnan, China",2015
"167","EPI178252_Environment_Yunnan_DQ9_2015_|China|_H5N6_2015.107","D_e","A fatal case of infection with a further reassortant, highly pathogenic avian influenza (HPAI) H5N6 virus in Yunnan, China",2015
"168","EPI178253_Environment_Yunnan_DQ16_2015_|China|_H5N6_2015.107","D_e","A fatal case of infection with a further reassortant, highly pathogenic avian influenza (HPAI) H5N6 virus in Yunnan, China",2015
"169","EPI178255_Environment_Yunnan_DQ53_2015_|China|_H5N6_2015.110","D_e","A fatal case of infection with a further reassortant, highly pathogenic avian influenza (HPAI) H5N6 virus in Yunnan, China",2015
"170","EPI178261_Yunnan_14563_2015_|China|_H5N6_2015.099","D_m",NA,2015
"171","EPI178262_Yunnan_14564_2015_|China|_H5N6_2015.096","D_m",NA,2015
"172","EPI180495_Environment_Jiangxi_20983_2013_|China|_H5N1_2013.901","D_e","Genesis and dissemination of highly pathogenic H5N6 avian influenza viruses",2013
"173","EPI180499_Environment_Jiangxi_23094_2013_|China|_H5N6_2013.951","D_e","Genesis and dissemination of highly pathogenic H5N6 avian influenza viruses",2013
"174","EPI196571_duck_Jiangsu_WX156_2013_|China|_H5N6_2013.553","D_a",NA,2013
"175","EPI196572_environment_Jiangsu_WX175_2013_|China|_H5N6_2013.526","D_e","Novel Highly Pathogenic Avian H5 Influenza A Viruses in Live Poultry Markets, Wuxi City, China, 2013−2014",2013
"176","EPI196573_chicken_Jiangsu_WXS7393_2014_|China|_H5N6_2014.633","D_a",NA,2014
"177","EPI196591_chicken_Jiangsu_WXBING2_2014_|China|_H5N6_2014.633","D_a",NA,2014
"178","EPI196592_goose_Jiangsu_WX202_2014_|China|_H5N8_2014.123","D_a",NA,2014
"179","EPI198754_duck_Hunan_12_17_YYFQH012_O_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
"180","EPI198757_goose_Jilin_04_04_SY003_O_2015_H5N6_|China|_H5N6_2015.255","D_a",NA,2015
"181","EPI198758_chicken_Jiangxi_04_01_NCJD131_1_O_2015_H5N6_|China|_H5N6_2015.247","D_a",NA,2015
"182","EPI198761_chicken_Hunan_12_07_YYGK114_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"183","EPI198762_chicken_Hunan_12_28_YYGK034_P_2013_H5N6_|China|_H5N6_2013.989","D_a",NA,2013
"184","EPI198765_duck_Hunan_12_07_YYGK108_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"185","EPI198766_duck_Hunan_12_07_YYGK110_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"186","EPI198767_duck_Hunan_12_07_YYGK111_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"187","EPI198768_duck_Hunan_12_07_YYGK112_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"188","EPI198769_duck_Hunan_12_07_YYGK113_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"189","EPI198770_duck_Hunan_12_07_YYGK118_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"190","EPI198771_duck_Hunan_12_07_YYGK032_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"191","EPI198772_duck_Hunan_12_07_YYGK0043_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"192","EPI198773_duck_Hunan_12_07_YYGK68_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"193","EPI198777_duck_Hunan_12_07_YGK098_P_2013_H5N6_|China|_H5N6_2013.932","D_a",NA,2013
"194","EPI198781_chicken_Hunan_02_26_YYGKJ281_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"195","EPI198782_chicken_Hunan_02_26_YYGKJ295_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"196","EPI198783_duck_Hunan_01_16_YYFQH185_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"197","EPI198784_duck_Hunan_01_16_YYGK0204_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"198","EPI198785_duck_Hunan_01_16_YYGK218_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"199","EPI198789_duck_Hunan_02_26_YYGK249_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"200","EPI198791_duck_Hunan_02_26_YYGK250_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"201","EPI198792_duck_Hunan_02_26_YYGK251_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"202","EPI198793_duck_Hunan_02_26_YYGK254_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"203","EPI198794_duck_Hunan_02_26_YYGK0255_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"204","EPI198795_duck_Hunan_02_26_YYGK263_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"205","EPI198796_duck_Hunan_02_26_YYGK265_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"206","EPI198797_duck_Hunan_02_26_YYGK266_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"207","EPI198798_environment_Jiangxi_02_10_NCDZT023_2015_H5N6_|China|_H5N6_2015.110","D_e","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"208","EPI198799_Pigeon_Jiangxi_02_10_NCDZT0017_P_2015_H5N6_|China|_H5N6_2015.110","D_a","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"209","EPI198800_environment_Jiangxi_02_10_NCDZT009_2015_H5N6_|China|_H5N6_2015.110","D_e","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"210","EPI198801_duck_Hunan_02_26_YYGK267_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"211","EPI198802_duck_Hunan_02_26_YYGK271_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"212","EPI198803_duck_Hunan_02_26_YYGK275_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"213","EPI198804_duck_Hunan_02_26_YYGK276_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"214","EPI198805_duck_Hunan_02_16_YYGK281_P_2014_H5N6_|China|_H5N6_2014.126","D_a",NA,2014
"215","EPI198806_duck_Hunan_02_26_YYGK283_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"216","EPI198807_duck_Hunan_02_26_YYGK286_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"217","EPI198808_duck_Hunan_02_26_YYGK289_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"218","EPI198809_duck_Hunan_02_26_YYFQH290_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"219","EPI198810_duck_Hunan_02_26_YYFQHY291_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"220","EPI198811_duck_Hunan_02_26_YYFQH293_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"221","EPI198812_duck_Hunan_02_26_YYFQH294_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"222","EPI198813_duck_Hunan_02_26_YYGQH295_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"223","EPI198814_duck_Hunan_02_26_YYFQH297_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"224","EPI198815_duck_Hunan_02_26_YYGKY298_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"225","EPI198816_duck_Hunan_01_16_YYFQH299_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"226","EPI198817_duck_Hunan_01_16_YYFQH300_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"227","EPI198818_duck_Hunan_01_16_YYFQH302_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"228","EPI198819_duck_Hunan_01_16_YYFQH303_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"229","EPI198820_duck_Hunan_01_16_YYFQH304_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"230","EPI198821_duck_Hunan_01_16_YYFQH305_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"231","EPI198822_duck_Hunan_01_16_YYFQH306_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"232","EPI198823_duck_Hunan_01_16_YYFQH307_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"233","EPI198824_duck_Hunan_02_26_YYFQH308_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"234","EPI198825_duck_Hunan_01_16_YYFQH309_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"235","EPI198826_duck_Hunan_01_16_YYFQH310_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"236","EPI198827_duck_Hunan_02_26_YYFQH311_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"237","EPI198828_duck_Hunan_01_16_YYFQH315_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"238","EPI198829_duck_Hunan_01_16_YYFQH317_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"239","EPI198830_duck_Hunan_01_16_YYFQH318_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"240","EPI198831_duck_Hunan_01_16_YYFQH319_P_2014_H5N6_|China|_H5N6_2014.041","D_a",NA,2014
"241","EPI198832_duck_Hunan_02_26_YYFQH320_P_2014_H5N6_|China|_H5N6_2014.153","D_a",NA,2014
"242","EPI198833_duck_Hunan_12_17_YYGK014_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
"243","EPI198835_environment_Jiangxi_02_10_NCDZT0018_2015_H5N6_|China|_H5N6_2015.110","D_e","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"244","EPI198836_environment_Jiangxi_02_10_NCDZT018_2015_H5N6_|China|_H5N6_2015.110","D_e","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"245","EPI198838_environment_JiangXi_02_10_NCNP0019_2015_H5N6_|China|_H5N6_2015.110","D_e","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"246","EPI198849_pigeon_Jilin_04_25_CCHL018_O_2015_H5N6_|China|_H5N6_2015.312","D_a","Genesis, Evolution and Prevalence of H5N6 Avian Influenza Viruses in China",2015
"247","EPI198856_chicken_Jiangxi_04_01_NCDZT0040_O_2015_H5N6_|China|_H5N6_2015.247","D_a",NA,2015
"248","EPI198857_duck_Hunan_12_17_YYGK040_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
"249","EPI198860_duck_Hunan_12_17_YYFQH052_P_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
"250","EPI198861_chicken_Hunan_04_14_YYKG0533_Z_O_2015_H5N6_|China|_H5N6_2015.282","D_a",NA,2015
"251","EPI198862_duck_Hunan_12_17_YYGK056_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
"252","EPI198863_duck_Hunan_12_17_YYGK0057_2014_H5N6_|China|_H5N6_2014.959","D_a",NA,2014
